chemical,water_type,month_start,metric,n,n_sites,nd_frac,mean_value,median_value,ci_low,ci_high
nitrate,groundwater,2016-06-01,mean,5,7,0.0,0.53899999999999992,NULL,0.33800000000000002,0.75980000000000003
nitrate,groundwater,2016-06-01,median,5,7,0.0,NULL,0.48499999999999999,0.223,0.96599999999999997
nitrate,groundwater,2016-07-01,mean,12,23,0.27586206896551724,3.8424166666666664,NULL,1.6801020833333336,6.2482812499999891
nitrate,groundwater,2016-07-01,median,12,23,0.27586206896551724,NULL,2.5049999999999999,0.51900000000000002,6.2800000000000002
nitrate,groundwater,2016-08-01,mean,16,22,0.30769230769230771,1.9652500000000002,NULL,1.1890984375,2.8235390624999992
nitrate,groundwater,2016-08-01,median,16,22,0.30769230769230771,NULL,1.5249999999999999,0.46400000000000002,3.2353749999999977
nitrate,groundwater,2016-09-01,mean,7,12,0.0,2.5028571428571427,NULL,1.0461285714285713,4.3938357142857143
nitrate,groundwater,2016-09-01,median,7,12,0.0,NULL,1.46,0.98799999999999999,3.46
nitrate,groundwater,2016-10-01,mean,2,3,0.54545454545454541,0.60699999999999998,NULL,0.60699999999999998,0.60699999999999998
nitrate,groundwater,2016-10-01,median,2,3,0.54545454545454541,NULL,0.60699999999999998,0.60699999999999998,0.60699999999999998
nitrate,groundwater,2016-11-01,mean,22,17,0.30303030303030304,1.6589545454545453,NULL,1.0003750816993464,2.1837192307692308
nitrate,groundwater,2016-11-01,median,22,17,0.30303030303030304,NULL,1.4299999999999999,0.73499999999999999,2.2400000000000002
nitrate,groundwater,2016-12-01,mean,4,4,0.0,0.73075000000000001,NULL,0.3115,1.1499999999999999
nitrate,groundwater,2016-12-01,median,4,4,0.0,NULL,0.6925,0.27800000000000002,1.26
nitrate,groundwater,2017-02-01,mean,3,2,0.0,1.9766666666666666,NULL,1.9766666666666666,1.9766666666666666
nitrate,groundwater,2017-02-01,median,3,2,0.0,NULL,2.1499999999999999,2.1499999999999999,2.1499999999999999
nitrate,groundwater,2017-03-01,mean,8,4,0.0,2.2104999999999997,NULL,0.52700000000000002,3.4405000000000001
nitrate,groundwater,2017-03-01,median,8,4,0.0,NULL,1.76,0.52700000000000002,2.0
nitrate,groundwater,2017-04-01,mean,96,116,0.2074074074074074,7.7731145833333324,NULL,6.5259419270833332,9.3284565641108248
nitrate,groundwater,2017-04-01,median,96,116,0.2074074074074074,NULL,6.2949999999999999,4.9895000000000005,8.1999999999999993
nitrate,groundwater,2017-05-01,mean,55,57,0.28205128205128205,3.963090909090909,NULL,2.9511841287878786,5.2564635487755922
nitrate,groundwater,2017-05-01,median,55,57,0.28205128205128205,NULL,2.46,2.04,3.3853749999999976
nitrate,groundwater,2017-08-01,mean,19,16,0.27586206896551724,0.96031578947368412,NULL,0.49143694852941183,1.3696395021645023
nitrate,groundwater,2017-08-01,median,19,16,0.27586206896551724,NULL,0.56899999999999995,0.33600000000000002,1.0900000000000001
nitrate,groundwater,2017-09-01,mean,4,12,0.2857142857142857,6.0499999999999998E-2,NULL,4.9500000000000002E-2,7.1500000000000008E-2
nitrate,groundwater,2017-09-01,median,4,12,0.2857142857142857,NULL,5.9999999999999998E-2,4.8000000000000001E-2,7.3999999999999996E-2
nitrate,groundwater,2017-12-01,mean,17,16,0.22222222222222221,1.3424705882352941,NULL,0.58923392857142853,2.3565240896358541
nitrate,groundwater,2017-12-01,median,17,16,0.22222222222222221,NULL,0.89700000000000002,0.435,1.1000000000000001
nitrate,groundwater,2018-05-01,mean,17,34,0.21276595744680851,1.354235294117647,NULL,0.68042772727272727,2.110609926470588
nitrate,groundwater,2018-05-01,median,17,34,0.21276595744680851,NULL,0.52700000000000002,0.249,2.3100000000000001
nitrate,groundwater,2018-08-01,mean,7,7,0.0,9.6457142857142859,NULL,5.9478571428571421,12.704964285714276
nitrate,groundwater,2018-08-01,median,7,7,0.0,NULL,12.0,4.1500000000000004,12.9
nitrate,groundwater,2018-09-01,mean,13,13,0.55172413793103448,1.1463076923076925,NULL,0.4244615384615385,1.8764633333333331
nitrate,groundwater,2018-09-01,median,13,13,0.55172413793103448,NULL,0.58799999999999997,0.20300000000000001,1.9399999999999999
nitrate,groundwater,2018-10-01,mean,15,34,0.0,1.8052666666666668,NULL,1.226175,2.5305816666666652
nitrate,groundwater,2018-10-01,median,15,34,0.0,NULL,1.5,1.1100000000000001,1.98
nitrate,groundwater,2019-08-01,mean,9,6,0.47058823529411764,1.6503333333333332,NULL,0.32100000000000001,2.1616153846153843
nitrate,groundwater,2019-08-01,median,9,6,0.47058823529411764,NULL,1.02,0.129,2.4300000000000002
nitrate,groundwater,2019-10-01,mean,7,26,0.21052631578947367,0.66914285714285715,NULL,0.39200000000000007,0.87575000000000014
nitrate,groundwater,2019-10-01,median,7,26,0.21052631578947367,NULL,0.627,0.39200000000000002,0.90300000000000002
nitrate,groundwater,2023-08-01,mean,4,15,0.0,11.532499999999999,NULL,2.4649999999999999,23.795000000000002
nitrate,groundwater,2023-08-01,median,4,15,0.0,NULL,6.3900000000000006,2.4500000000000002,30.899999999999999
nitrate,surface_water,2016-01-01,mean,4,3,0.0,2.6219999999999999,NULL,3.3999999999999996E-2,9.3499999999999996
nitrate,surface_water,2016-01-01,median,4,3,0.0,NULL,0.55649999999999999,3.4000000000000002E-2,9.3499999999999996
nitrate,surface_water,2016-02-01,mean,4,3,0.0,5.0892499999999998,NULL,2.1000000000000001E-2,9.8350000000000009
nitrate,surface_water,2016-02-01,median,4,3,0.0,NULL,5.1180000000000003,2.1000000000000001E-2,9.8350000000000009
nitrate,surface_water,2016-03-01,mean,5,3,0.0,3.4378000000000002,NULL,0.02,8.1549999999999994
nitrate,surface_water,2016-03-01,median,5,3,0.0,NULL,0.44,0.02,8.1549999999999994
nitrate,surface_water,2016-04-01,mean,5,3,0.2857142857142857,1.5051999999999999,NULL,0.02,3.48
nitrate,surface_water,2016-04-01,median,5,3,0.2857142857142857,NULL,0.32200000000000001,0.02,3.3500000000000001
nitrate,surface_water,2016-05-01,mean,5,4,0.44444444444444442,1.7288000000000001,NULL,0.47700000000000004,2.563333333333333
nitrate,surface_water,2016-05-01,median,5,4,0.44444444444444442,NULL,2.3199999999999998,0.47699999999999998,2.6200000000000001
nitrate,surface_water,2016-06-01,mean,5,3,0.2857142857142857,2.2079999999999997,NULL,0.68999999999999995,3.2200000000000002
nitrate,surface_water,2016-06-01,median,5,3,0.2857142857142857,NULL,2.9900000000000002,0.68999999999999995,3.21
nitrate,surface_water,2016-07-01,mean,5,4,0.5,2.4962,NULL,0.95050000000000012,3.5266666666666668
nitrate,surface_water,2016-07-01,median,5,4,0.5,NULL,3.25,0.95050000000000012,3.6099999999999999
nitrate,surface_water,2016-08-01,mean,7,5,0.20000000000000001,1.6304285714285716,NULL,2.1000000000000001E-2,2.8484000000000003
nitrate,surface_water,2016-08-01,median,7,5,0.20000000000000001,NULL,1.0900000000000001,0.014,3.1699999999999999
nitrate,surface_water,2016-09-01,mean,4,4,0.33333333333333331,1.663,NULL,2.2000000000000002E-2,2.7200000000000002
nitrate,surface_water,2016-09-01,median,4,4,0.33333333333333331,NULL,1.885,2.1999999999999999E-2,2.7199999999999998
nitrate,surface_water,2016-10-01,mean,4,4,0.33333333333333331,1.4032499999999999,NULL,2.5999999999999999E-2,4.6799999999999997
nitrate,surface_water,2016-10-01,median,4,4,0.33333333333333331,NULL,0.45650000000000002,2.6000000000000002E-2,4.6799999999999997
nitrate,surface_water,2016-11-01,mean,4,3,0.0,2.1822499999999998,NULL,2.4499999999999997E-2,7.7600000000000007
nitrate,surface_water,2016-11-01,median,4,3,0.0,NULL,0.47300000000000003,2.4500000000000001E-2,7.7599999999999998
nitrate,surface_water,2016-12-01,mean,3,3,0.40000000000000002,3.298,NULL,2.4000000000000004E-2,8.5500000000000007
nitrate,surface_water,2016-12-01,median,3,3,0.40000000000000002,NULL,1.3200000000000001,0.024,8.5500000000000007
nitrate,surface_water,2017-01-01,mean,4,3,0.0,2.2872500000000002,NULL,2.4499999999999997E-2,7.9699999999999998
nitrate,surface_water,2017-01-01,median,4,3,0.0,NULL,0.5784999999999999,2.4500000000000001E-2,7.9699999999999998
nitrate,surface_water,2017-02-01,mean,4,3,0.0,5.6555,NULL,2.2000000000000002E-2,10.755000000000001
nitrate,surface_water,2017-02-01,median,4,3,0.0,NULL,4.7000000000000002,2.1999999999999999E-2,10.754999999999999
nitrate,surface_water,2017-03-01,mean,6,4,0.0,4.6550000000000002,NULL,0.02,10.931428571428571
nitrate,surface_water,2017-03-01,median,6,4,0.0,NULL,1.1949999999999998,0.02,12.0
nitrate,surface_water,2017-04-01,mean,25,27,0.24242424242424243,6.8059199999999986,NULL,5.1909309178743959,8.5619409655172412
nitrate,surface_water,2017-04-01,median,25,27,0.24242424242424243,NULL,5.96,5.1500000000000004,9.2300000000000004
nitrate,surface_water,2017-05-01,mean,7,5,0.0,2.0798571428571426,NULL,0.36850000000000005,3.7357142857142853
nitrate,surface_water,2017-05-01,median,7,5,0.0,NULL,1.3500000000000001,0.16950000000000001,4.3049999999999997
nitrate,surface_water,2017-06-01,mean,5,4,0.44444444444444442,1.9454,NULL,0.55349999999999999,2.8733333333333331
nitrate,surface_water,2017-06-01,median,5,4,0.44444444444444442,NULL,2.5299999999999998,0.55349999999999999,2.6600000000000001
nitrate,surface_water,2017-07-01,mean,5,4,0.44444444444444442,2.46,NULL,1.1799999999999999,3.3133333333333339
nitrate,surface_water,2017-07-01,median,5,4,0.44444444444444442,NULL,3.1800000000000002,1.1799999999999999,3.3100000000000001
nitrate,surface_water,2017-08-01,mean,6,3,0.0,2.3414999999999999,NULL,0.019,3.7866666666666666
nitrate,surface_water,2017-08-01,median,6,3,0.0,NULL,2.4750000000000001,0.019,3.7400000000000002
nitrate,surface_water,2017-09-01,mean,2,3,0.5,2.355,NULL,1.54,3.1699999999999999
nitrate,surface_water,2017-09-01,median,2,3,0.5,NULL,2.355,1.54,3.1699999999999999
nitrate,surface_water,2017-10-01,mean,3,4,0.5714285714285714,1.5580000000000001,NULL,4.4000000000000004E-2,2.7900000000000005
nitrate,surface_water,2017-10-01,median,3,4,0.5714285714285714,NULL,1.8400000000000001,4.3999999999999997E-2,2.79
nitrate,surface_water,2017-11-01,mean,5,4,0.0,1.9339999999999999,NULL,0.02,6.0655000000000001
nitrate,surface_water,2017-11-01,median,5,4,0.0,NULL,0.023,2.1999999999999999E-2,8.0800000000000001
nitrate,surface_water,2017-12-01,mean,5,4,0.0,2.1745999999999999,NULL,0.22842857142857143,6.5499999999999998
nitrate,surface_water,2017-12-01,median,5,4,0.0,NULL,1.1200000000000001,8.1000000000000003E-2,8.3599999999999994
nitrate,surface_water,2018-01-01,mean,4,3,0.0,2.5230000000000001,NULL,2.9499999999999998E-2,9.1899999999999995
nitrate,surface_water,2018-01-01,median,4,3,0.0,NULL,0.44,2.9499999999999998E-2,9.1899999999999995
nitrate,surface_water,2018-02-01,mean,4,4,0.33333333333333331,4.7952500000000002,NULL,0.019,9.1649999999999991
nitrate,surface_water,2018-02-01,median,4,4,0.33333333333333331,NULL,4.891,0.019,9.1649999999999991
nitrate,surface_water,2018-03-01,mean,5,3,0.0,3.3718000000000004,NULL,1.2000000000000002E-2,7.8550000000000004
nitrate,surface_water,2018-03-01,median,5,3,0.0,NULL,0.68100000000000005,0.012,7.8550000000000004
nitrate,surface_water,2018-04-01,mean,4,3,0.33333333333333331,1.73875,NULL,0.36250000000000004,3.1150000000000002
nitrate,surface_water,2018-04-01,median,4,3,0.33333333333333331,NULL,1.641,0.36250000000000004,3.1150000000000002
nitrate,surface_water,2018-05-01,mean,6,4,0.25,1.2860000000000003,NULL,0.121,2.3399999999999999
nitrate,surface_water,2018-05-01,median,6,4,0.25,NULL,1.2675000000000001,0.121,2.3799999999999999
nitrate,surface_water,2018-06-01,mean,7,5,0.36363636363636365,1.733857142857143,NULL,0.83350000000000002,2.3933333333333331
nitrate,surface_water,2018-06-01,median,7,5,0.36363636363636365,NULL,1.74,0.83350000000000002,2.3199999999999998
nitrate,surface_water,2018-07-01,mean,6,5,0.25,1.9476666666666667,NULL,0.24050000000000002,3.0429999999999997
nitrate,surface_water,2018-07-01,median,6,5,0.25,NULL,1.9915,1.2999999999999999E-2,3.1499999999999999
nitrate,surface_water,2018-08-01,mean,6,5,0.40000000000000002,2.2608333333333337,NULL,0.83799999999999997,3.5666666666666669
nitrate,surface_water,2018-08-01,median,6,5,0.40000000000000002,NULL,2.2250000000000001,0.83799999999999997,3.4700000000000002
nitrate,surface_water,2018-09-01,mean,9,8,0.18181818181818182,1.337,NULL,0.70433333333333337,2.0468055555555549
nitrate,surface_water,2018-09-01,median,9,8,0.18181818181818182,NULL,1.3600000000000001,0.60199999999999998,2.6299999999999999
nitrate,surface_water,2018-10-01,mean,7,7,0.22222222222222221,1.3291428571428574,NULL,0.55355555555555558,2.1483333333333334
nitrate,surface_water,2018-10-01,median,7,7,0.22222222222222221,NULL,1.6200000000000001,0.062,2.2850000000000001
nitrate,surface_water,2018-11-01,mean,6,6,0.25,1.7498333333333334,NULL,0.360875,4.4120000000000008
nitrate,surface_water,2018-11-01,median,6,6,0.25,NULL,1.29,0.047,6.4800000000000004
nitrate,surface_water,2018-12-01,mean,7,6,0.0,2.1464285714285714,NULL,0.61277777777777787,5.0249999999999995
nitrate,surface_water,2018-12-01,median,7,6,0.0,NULL,1.3899999999999999,3.4000000000000002E-2,5.375
nitrate,surface_water,2019-01-01,mean,3,3,0.0,0.72900000000000009,NULL,0.027,1.0800000000000001
nitrate,surface_water,2019-01-01,median,3,3,0.0,NULL,1.0800000000000001,0.027,1.0800000000000001
nitrate,surface_water,2019-02-01,mean,2,1,0.0,2.335,NULL,2.335,2.335
nitrate,surface_water,2019-02-01,median,2,1,0.0,NULL,2.335,2.335,2.335
nitrate,surface_water,2019-03-01,mean,9,6,0.0,2.8609999999999998,NULL,0.5260999999999999,6.3068
nitrate,surface_water,2019-03-01,median,9,6,0.0,NULL,1.25,2.1000000000000001E-2,9.3900000000000006
nitrate,surface_water,2019-04-01,mean,7,6,0.22222222222222221,1.4988571428571427,NULL,0.27000000000000002,3.2182500000000003
nitrate,surface_water,2019-04-01,median,7,6,0.22222222222222221,NULL,0.51200000000000001,0.25700000000000001,3.1699999999999999
nitrate,surface_water,2019-05-01,mean,10,7,0.0,2.2008999999999999,NULL,0.72999999999999998,4.1899999999999995
nitrate,surface_water,2019-05-01,median,10,7,0.0,NULL,1.3185,0.75600000000000001,2.6899999999999999
nitrate,surface_water,2019-06-01,mean,6,6,0.40000000000000002,1.6856666666666664,NULL,0.86299999999999999,2.9015714285714287
nitrate,surface_water,2019-06-01,median,6,6,0.40000000000000002,NULL,0.94399999999999995,0.81100000000000005,2.8500000000000001
nitrate,surface_water,2019-07-01,mean,11,9,0.26666666666666666,2.1300909090909088,NULL,0.59020833333333333,3.739159374999999
nitrate,surface_water,2019-07-01,median,11,9,0.26666666666666666,NULL,1.1799999999999999,0.42499999999999999,3.2599999999999998
nitrate,surface_water,2019-08-01,mean,13,10,0.0,2.0756153846153849,NULL,0.51579795454545463,3.6705313311688301
nitrate,surface_water,2019-08-01,median,13,10,0.0,NULL,1.2,0.10000000000000001,3.9700000000000002
nitrate,surface_water,2019-09-01,mean,10,7,0.0,1.8742000000000001,NULL,0.56510000000000005,3.696361111111111
nitrate,surface_water,2019-09-01,median,10,7,0.0,NULL,0.95699999999999996,0.27600000000000002,2.75
nitrate,surface_water,2019-10-01,mean,8,8,0.20000000000000001,1.1415,NULL,0.46022181818181823,1.9541821428571426
nitrate,surface_water,2019-10-01,median,8,8,0.20000000000000001,NULL,1.2544999999999999,4.2000000000000003E-2,1.8500000000000001
nitrate,surface_water,2019-11-01,mean,6,6,0.25,1.9521666666666668,NULL,0.44487499999999996,4.6540000000000008
nitrate,surface_water,2019-11-01,median,6,6,0.25,NULL,1.5800000000000001,0.039,4.1619999999999893
nitrate,surface_water,2019-12-01,mean,12,8,0.0,2.9009166666666668,NULL,0.95549755244755252,5.453320833333331
nitrate,surface_water,2019-12-01,median,12,8,0.0,NULL,1.7549999999999999,0.39300000000000002,7.9800000000000004
nitrate,surface_water,2020-01-01,mean,9,8,0.0,2.2810000000000001,NULL,0.69745499999999994,4.5141336805555543
nitrate,surface_water,2020-01-01,median,9,8,0.0,NULL,0.96599999999999997,2.8000000000000001E-2,6.0800000000000001
nitrate,surface_water,2020-02-01,mean,9,7,0.0,2.7553333333333332,NULL,0.53655555555555556,5.0118783333333239
nitrate,surface_water,2020-02-01,median,9,7,0.0,NULL,0.95599999999999996,0.027,6.3899999999999997
nitrate,surface_water,2020-03-01,mean,14,9,0.0,2.8017857142857143,NULL,0.7816749999999999,4.9745049999999971
nitrate,surface_water,2020-03-01,median,14,9,0.0,NULL,0.92599999999999993,0.63900000000000001,6.6750000000000007
nitrate,surface_water,2020-04-01,mean,13,8,0.0,2.2333076923076924,NULL,0.53941363636363648,4.5385
nitrate,surface_water,2020-04-01,median,13,8,0.0,NULL,0.626,0.317,2.9500000000000002
nitrate,surface_water,2020-05-01,mean,13,8,0.0,2.1373846153846152,NULL,0.53417499999999996,4.3935714285714287
nitrate,surface_water,2020-05-01,median,13,8,0.0,NULL,0.69299999999999995,0.186,2.1000000000000001
nitrate,surface_water,2020-06-01,mean,9,8,0.30769230769230771,2.2058888888888886,NULL,0.5013333333333333,3.5320909090909094
nitrate,surface_water,2020-06-01,median,9,8,0.30769230769230771,NULL,0.90600000000000003,0.55700000000000005,2.6699999999999999
nitrate,surface_water,2020-07-01,mean,9,7,0.18181818181818182,2.1861111111111113,NULL,0.52500000000000002,4.3126249999999997
nitrate,surface_water,2020-07-01,median,9,7,0.18181818181818182,NULL,0.77400000000000002,0.58299999999999996,2.9649999999999999
nitrate,surface_water,2020-08-01,mean,9,7,0.0,1.1433333333333333,NULL,0.28457142857142859,2.0881818181818188
nitrate,surface_water,2020-08-01,median,9,7,0.0,NULL,0.93100000000000005,2.9000000000000001E-2,2.9900000000000002
nitrate,surface_water,2020-09-01,mean,6,7,0.40000000000000002,1.5198333333333334,NULL,0.52339999999999998,2.335
nitrate,surface_water,2020-09-01,median,6,7,0.40000000000000002,NULL,1.22,5.8999999999999997E-2,2.4399999999999999
nitrate,surface_water,2020-10-01,mean,7,6,0.0,0.77899999999999991,NULL,0.19277777777777777,1.6199999999999999
nitrate,surface_water,2020-10-01,median,7,6,0.0,NULL,3.4000000000000002E-2,0.02,1.9199999999999999
